internalTaxonId,suborder,family,genus,species_name,species_iucn,species_tree,species_phylacine,authority,risk,yearPublished,assessmentDate,population_trend,hemisphere,realm,continent,cave_use,roost_pref,hib_study,WNS,detected,WNS_declining,Pd_load_ug_cm2,Pd_load_ng_mm2_forearm_length,log10_Pd_load,lesion.count_cm2,source,links,,,
64587154,Yinpterochiroptera,Rhinolophidae,Rhinolophus,cohenae,Rhinolophus cohenae,,,"Taylor, Stoffberg, Monadjem, Schoeman, Bayliss &amp; Cotterill, 2012",Vulnerable,2017,2016-04-27 00:00:00 UTC,Decreasing,Southern,Afrotropical,Africa,yes,caves,,,,,,,,,Monadjem et al. 2021,,,,
40037,Yinpterochiroptera,Rhinolophidae,Rhinolophus,convexus,Rhinolophus convexus,,Rhinolophus_convexus,"Csorba, 1997",Data Deficient,2016,2015-12-27 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
,Yinpterochiroptera,Rhinolophidae,Rhinolophus,cornutus,Rhinolophus cornutus,Rhinolophus_cornutus,,,Data Deficient,,,Unknown,Northern,,Asia,no,,,positive,yes,,,0.000000407,-6.390804598,,"Funakoshi et al. 2010; Jones et al., 2009; Smith et al. 2003; Hoyt et al. 2021;  Funakoshi & Uchita 1980",https://www.nature.com/articles/s41579-020-00493-5#ref-CR61,,,
19535,Yinpterochiroptera,Rhinolophidae,Rhinolophus,creaghi,Rhinolophus creaghi,Rhinolophus_creaghi,Rhinolophus_creaghi,"Thomas, 1896",Least Concern,2020,2018-08-04 00:00:00 UTC,Decreasing,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,"Jones et al., 2009*",,,,
67369846,Yinpterochiroptera,Rhinolophidae,Rhinolophus,damarensis,Rhinolophus damarensis,,,"Roberts, 1946",Least Concern,2017,2016-04-25 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,yes,caves,,,,,,,,,,,,,
67369483,Yinpterochiroptera,Rhinolophidae,Rhinolophus,darlingi,Rhinolophus darlingi,Rhinolophus_darlingi,Rhinolophus_darlingi,"K. Andersen, 1905",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,yes,caves,,,,,,,,,"Monadjem et al. 2010; Mendes 2011; Jones et al., 2009; Smith et al. 2003; Monadjem et al. 2021",,,,
19537,Yinpterochiroptera,Rhinolophidae,Rhinolophus,deckenii,Rhinolophus deckenii,,Rhinolophus_deckenii,"Peters, 1868",Near Threatened,2020,2019-06-19 00:00:00 UTC,Decreasing,Southern,Afrotropical,Africa,yes,caves,,,,,,,,,Monadjem et al. 2021,,,,
19538,Yinpterochiroptera,Rhinolophidae,Rhinolophus,denti,Rhinolophus denti,Rhinolophus_denti,Rhinolophus_denti,"Thomas, 1904",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,yes,caves,,,,,,,,,"Monadjem et al. 2010; Mendes 2011; Jones et al., 2009; Smith et al. 2003; Modadjem et al. 2021",,,,
19539,Yinpterochiroptera,Rhinolophidae,Rhinolophus,eloquens,Rhinolophus eloquens,Rhinolophus_eloquens,Rhinolophus_eloquens,"K. Andersen, 1905",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,yes,caves,,,,,,,,,"Monadjem et al. 2010; Mendes 2011; Jones et al., 2009; Smith et al. 2003; Modadjem et al. 2021",,,,
19516,Yinpterochiroptera,Rhinolophidae,Rhinolophus,euryale,Rhinolophus euryale,Rhinolophus_euryale,Rhinolophus_euryale,"Blasius, 1853",Near Threatened,2016,2016-04-25 00:00:00 UTC,Decreasing,Northern,Palearctic,Europe,yes,caves,yes,positive,yes,,,5.59E-08,-7.252873563,0.04216965,"Magalha_s and Costa 2009; Mendes 2011; Norberg 1981; Jones et al., 2009; Smith et al. 2003; Zukal et al. 2016; Hoyt et al. 2021",https://www.nature.com/articles/srep19829#ref-CR58,,,
84372418,Yinpterochiroptera,Rhinolophidae,Rhinolophus,euryotis,Rhinolophus euryotis,Rhinolophus_euryotis,Rhinolophus_euryotis,"Temminck, 1835",Least Concern,2021,2016-02-17 00:00:00 UTC,Unknown,Southern,Australasian,Asia,yes,caves,,,,,,,,,"Bonaccorso 1998; Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
19517,Yinpterochiroptera,Rhinolophidae,Rhinolophus,ferrumequinum,Rhinolophus ferrumequinum,Rhinolophus_ferrumequinum,Rhinolophus_ferrumequinum,"(Schreber, 1774)",Least Concern,2016,2016-04-25 00:00:00 UTC,Decreasing,Northern,Palearctic,Asia/Europe,yes,caves,yes,positive,yes,,,9.48E-08,-7.022988506,0.226030303,"Geiser and Baudinette 1990; NMNH*; Magalha_s and Costa 2009; Norberg 1981; Jones et al., 2009; Schober and Grimmberger 1997; Smith et al. 2003; Zukal et al. 2016; Hoyt et al. 2021",https://www.nature.com/articles/srep19829#ref-CR58,,,
136644,Yinpterochiroptera,Rhinolophidae,Rhinolophus,formosae,Rhinolophus formosae,Rhinolophus_formosae,Rhinolophus_formosae,"Sanborn, 1939",Least Concern,2019,2018-08-27 00:00:00 UTC,Decreasing,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,Lee et al. 2012,,,,
19541,Yinpterochiroptera,Rhinolophidae,Rhinolophus,fumigatus,Rhinolophus fumigatus,Rhinolophus_fumigatus,Rhinolophus_fumigatus,"Rüppell, 1842",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,yes,caves,,,,,,,,,"Monadjem et al. 2010; Mendes 2011; Jones et al., 2009; Smith et al. 2003; Monadjem et al. 2021",,,,
19542,Yinpterochiroptera,Rhinolophidae,Rhinolophus,guineensis,Rhinolophus guineensis,,Rhinolophus_guineensis,"Eisentraut, 1960",Endangered,2020,2019-06-18 00:00:00 UTC,Decreasing,Northern,Afrotropical,Africa,yes,broad,,,,,,,,,Fahr 2013,,,,
64586080,Yinpterochiroptera,Rhinolophidae,Rhinolophus,hildebrandtii,Rhinolophus hildebrandtii,Rhinolophus_hildebrandti,Rhinolophus_hildebrandtii,"Peters, 1878",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,yes,broad,,,,,,,,,Tanalgo et al 2022,,,,
44781,Yinpterochiroptera,Rhinolophidae,Rhinolophus,hilli,Rhinolophus hilli,,Rhinolophus_hilli,"Aellen, 1973",Critically Endangered,2021,2021-07-31 00:00:00 UTC,Decreasing,Southern,Afrotropical,Africa,yes,broad,,,,,,,,,Tanalgo et al 2022,,,,
44782,Yinpterochiroptera,Rhinolophidae,Rhinolophus,hillorum,Rhinolophus hillorum,,Rhinolophus_hillorum,"Koopman, 1989",Near Threatened,2010,2009-09-24 00:00:00 UTC,Decreasing,Northern,Afrotropical,Africa,yes,caves,,,,,,,,,Fahr et al. 2013,,,,
19518,Yinpterochiroptera,Rhinolophidae,Rhinolophus,hipposideros,Rhinolophus hipposideros,Rhinolophus_hipposideros,Rhinolophus_hipposideros,"(Bechstein, 1800)",Least Concern,2016,2016-04-25 00:00:00 UTC,Decreasing,Northern,Afrotropical|Palearctic,Europe,yes,caves,yes,positive,yes,,,6.38E-08,-7.195402299,,"Davis 2007; Geiser and Baudinette 1990; Magalha_s and Costa 2009; Norberg 1981; Jones et al., 2009; Schober and Grimmberger 1997; Smith et al. 2003",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0097224#s2,,,
84372666,Yinpterochiroptera,Rhinolophidae,Rhinolophus,huananus,Rhinolophus huananus,,,"Wu, Motokawa &amp; Harada, 2008",Least Concern,2020,2018-08-25 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
84376286,Yinpterochiroptera,Rhinolophidae,Rhinolophus,indorouxii,Rhinolophus indorouxii,,Rhinolophus_inops,"Chattopadhyay, Garg, Kumar, Doss, Ramakrishnan, &amp; Kandula, 2012",Data Deficient,2017,2016-05-29 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,Tanalgo et al 2022,,,,
19545,Yinpterochiroptera,Rhinolophidae,Rhinolophus,inops,Rhinolophus inops,Rhinolophus_inops,Rhinolophus_inops,"Andersen, 1905",Least Concern,2019,2018-08-31 00:00:00 UTC,Stable,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,,,,,
82347204,Yinpterochiroptera,Rhinolophidae,Rhinolophus,kahuzi,Rhinolophus kahuzi,,,"Kerbis Peterhans &amp; Fahr, 2013",Endangered,2020,2016-04-25 00:00:00 UTC,Decreasing,Southern,Afrotropical,Africa,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
19577,Yinpterochiroptera,Rhinolophidae,Rhinolophus,keyensis,Rhinolophus keyensis,,Rhinolophus_keyensis,"Andersen, 1905",Data Deficient,2016,2015-12-26 00:00:00 UTC,Unknown,Southern,Australasian,Asia,yes,caves,,,,,,,,,,,,,
19546,Yinpterochiroptera,Rhinolophidae,Rhinolophus,landeri,Rhinolophus landeri,Rhinolophus_landeri,Rhinolophus_landeri,"Martin, 1838",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,yes,caves,,,,,,,,,"Monadjem et al. 2010; Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
19547,Yinpterochiroptera,Rhinolophidae,Rhinolophus,lepidus,Rhinolophus lepidus,Rhinolophus_lepidus,Rhinolophus_lepidus,"Blyth, 1844",Least Concern,2019,2018-08-31 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,yes,broad,,,,,,,,,"Tingga et al. 2012; Hassan et al. 2012; Mendes 2011; Jones et al., 2009; Smith et al. 2003 ",,,,
19548,Yinpterochiroptera,Rhinolophidae,Rhinolophus,luctus,Rhinolophus luctus,Rhinolophus_luctus,Rhinolophus_luctus,"Temminck, 1834",Least Concern,2019,2018-08-31 00:00:00 UTC,Unknown,Northern/Southern,Indomalayan,Asia,yes,broad,,,,,,,,,"Hassan et al. 2012; Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
64588047,Yinpterochiroptera,Rhinolophidae,Rhinolophus,mabuensis,Rhinolophus mabuensis,,,"Taylor, Stoffberg, Monadjem, Schoeman, Bayliss &amp; Cotterill, 2012",Endangered,2019,2016-04-25 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,yes,caves,,,,,,,,,Monadjem et al. 2021,,,,
19549,Yinpterochiroptera,Rhinolophidae,Rhinolophus,maclaudi,Rhinolophus maclaudi,Rhinolophus_maclaudi,Rhinolophus_maclaudi,"Pousargues, 1897",Endangered,2019,2018-08-31 00:00:00 UTC,Decreasing,Northern,Afrotropical,Africa,yes,caves,,,,,,,,,"Fahr et al. 2002; Jones et al., 2009*",,,,
19550,Yinpterochiroptera,Rhinolophidae,Rhinolophus,macrotis,Rhinolophus macrotis,Rhinolophus_macrotis,Rhinolophus_macrotis,"Blyth, 1844",Least Concern,2019,2018-08-31 00:00:00 UTC,Stable,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,"Mendes 2011; Jones et al., 2009; Sedlock et al. 2014; Smith et al. 2003",,,,
136410,Yinpterochiroptera,Rhinolophidae,Rhinolophus,madurensis,Rhinolophus madurensis,,Rhinolophus_madurensis,"K. Andersen, 1918",Vulnerable,2016,2015-12-26 00:00:00 UTC,Decreasing,Southern,Indomalayan,Asia,yes,caves,,,,,,,,,Tanalgo et al 2022,,,,
44783,Yinpterochiroptera,Rhinolophidae,Rhinolophus,maendeleo,Rhinolophus maendeleo,,Rhinolophus_maendeleo,"Kock, Csorba &amp; Howell, 2000",Data Deficient,2020,2018-06-17 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,yes,caves,,,,,,,,,Monadjem et al. 2021,,,,
19551,Yinpterochiroptera,Rhinolophidae,Rhinolophus,malayanus,Rhinolophus malayanus,Rhinolophus_malayanus,Rhinolophus_malayanus,"Bonhote, 1903",Least Concern,2019,2018-08-31 00:00:00 UTC,Stable,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,"Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
19552,Yinpterochiroptera,Rhinolophidae,Rhinolophus,marshalli,Rhinolophus marshalli,Rhinolophus_marshalli,Rhinolophus_marshalli,"Thonglongya, 1973",Least Concern,2019,2018-08-31 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,"Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
84372245,Yinpterochiroptera,Rhinolophidae,Rhinolophus,mcintyrei,Rhinolophus mcintyrei,,,Hill &amp; Schlitter 1982,Data Deficient,2017,2016-06-25 00:00:00 UTC,Unknown,Southern,Indomalayan,Oceania,yes,caves,,,,,,,,,Hill & Schlitter 1982,,,,
19553,Yinpterochiroptera,Rhinolophidae,Rhinolophus,megaphyllus,Rhinolophus megaphyllus,Rhinolophus_megaphyllus,Rhinolophus_megaphyllus,,Least Concern,2021,2016-07-31 00:00:00 UTC,Unknown,Southern,Australasian,Australia,yes,caves,yes,,,,,,,,"Bonaccorso 1998; Churchill 1998; Geiser and Baudinette 1990; Magalha_s and Costa 2009; Jones et al., 2009; Smith et al. 2003; Threlfall et al. 2011",,,,
19519,Yinpterochiroptera,Rhinolophidae,Rhinolophus,mehelyi,Rhinolophus mehelyi,Rhinolophus_mehelyi,Rhinolophus_mehelyi,"Matschie, 1901",Vulnerable,2016,2016-04-25 00:00:00 UTC,Decreasing,Northern,Indomalayan|Palearctic,Europe,yes,caves,,,,,,,,,"Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
84384558,Yinpterochiroptera,Rhinolophidae,Rhinolophus,microglobosus,Rhinolophus microglobosus,,,"Csorba and Jenkins, 1998",Least Concern,2017,2016-05-25 00:00:00 UTC,Stable,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,Tanalgo et al 2022,,,,
19554,Yinpterochiroptera,Rhinolophidae,Rhinolophus,mitratus,Rhinolophus mitratus,,Rhinolophus_mitratus,"Blyth, 1844",Data Deficient,2016,2015-12-26 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,Tanalgo et al 2022,,,,
136248,Yinpterochiroptera,Rhinolophidae,Rhinolophus,montanus,Rhinolophus montanus,,Rhinolophus_montanus,"Goodwin, 1979",Endangered,2021,2016-01-04 00:00:00 UTC,Unknown,Southern,Australasian,Asia,yes,caves,,,,,,,,,Tanalgo et al 2022,,,,
64589126,Yinpterochiroptera,Rhinolophidae,Rhinolophus,mossambicus,Rhinolophus mossambicus,,,"Taylor, Stoffberg, Monadjem, Schoeman, Bayliss &amp; Cotterill, 2012",Least Concern,2017,2016-04-27 00:00:00 UTC,Decreasing,Southern,Afrotropical,Africa,yes,broad,,,,,,,,,Monadjem et al. 2021,,,,
19556,Yinpterochiroptera,Rhinolophidae,Rhinolophus,nereis,Rhinolophus nereis,,Rhinolophus_nereis,"K. Andersen, 1905",Data Deficient,2016,2015-12-30 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,,,,,
19557,Yinpterochiroptera,Rhinolophidae,Rhinolophus,osgoodi,Rhinolophus osgoodi,,Rhinolophus_osgoodi,"Sanborn, 1939",Least Concern,2020,2018-09-04 00:00:00 UTC,Stable,Northern,Indomalayan|Palearctic,Asia,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
19558,Yinpterochiroptera,Rhinolophidae,Rhinolophus,paradoxolophus,Rhinolophus paradoxolophus,Rhinolophus_paradoxolophus,Rhinolophus_paradoxolophus,"(Bourret, 1951)",Least Concern,2008,2008-06-30 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,"Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
19559,Yinpterochiroptera,Rhinolophidae,Rhinolophus,pearsonii,Rhinolophus pearsonii,Rhinolophus_pearsonii,Rhinolophus_pearsonii,"Horsfield, 1851",Least Concern,2019,2018-08-31 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
85707170,Yinpterochiroptera,Rhinolophidae,Rhinolophus,perditus,Rhinolophus perditus,Rhinolophus_perditus,,"K. Andersen, 1918",Endangered,2020,2018-08-31 00:00:00 UTC,Decreasing,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
19560,Yinpterochiroptera,Rhinolophidae,Rhinolophus,philippinensis,Rhinolophus philippinensis,Rhinolophus_philippinensis,Rhinolophus_philippinensis,"Waterhouse, 1843",Least Concern,2021,2020-12-09 00:00:00 UTC,Unknown,Southern,Australasian|Indomalayan,Asia/Australia,yes,broad,,,,,,,,,"Bonaccorso 1998; Churchill 1998; Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
84372306,Yinpterochiroptera,Rhinolophidae,Rhinolophus,proconsulis,Rhinolophus proconsulis,,,"Hill, 1959",Endangered,2017,2016-06-25 00:00:00 UTC,Unknown,Northern/Southern,Indomalayan,Asia,yes,caves,,,,,,,,,Tanalgo et al 2022,,,,
85707059,Yinpterochiroptera,Rhinolophidae,Rhinolophus,pusillus,Rhinolophus pusillus,Rhinolophus_pusillus,Rhinolophus_pusillus,"Temminck, 1834",Least Concern,2019,2018-07-26 00:00:00 UTC,Stable,Northern,Indomalayan|Palearctic,Asia,yes,caves,,positive,yes,,,7.18E-09,-8.143678161,,"Lunde et al. 2007; Mendes 2011; Jones et al., 2009; Smith et al. 2003; Hoyt et al. 2021",https://www.nature.com/articles/s41579-020-00493-5#ref-CR61,,,
19562,Yinpterochiroptera,Rhinolophidae,Rhinolophus,rex,Rhinolophus rex,Rhinolophus_rex,Rhinolophus_rex,"G.M. Allen, 1923",Endangered,2020,2018-11-28 00:00:00 UTC,Decreasing,Northern,Indomalayan|Palearctic,Asia,yes,broad,,,,,,,,,"Jones et al., 2009*",,,,
136496,Yinpterochiroptera,Rhinolophidae,Rhinolophus,robinsoni,Rhinolophus robinsoni,Rhinolophus_robinsoni,Rhinolophus_robinsoni,"K. Andersen, 1918",Near Threatened,2020,2018-08-03 00:00:00 UTC,Decreasing,Northern,Indomalayan,Asia,yes,broad,,,,,,,,,"Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
84379218,Yinpterochiroptera,Rhinolophidae,Rhinolophus,rouxii,Rhinolophus rouxii,Rhinolophus_rouxii,Rhinolophus_rouxii,"Temminck, 1835",Least Concern,2019,2018-08-31 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,yes,broad,,,,,,,,,Faurby et al. 2018,,,,
19564,Yinpterochiroptera,Rhinolophidae,Rhinolophus,rufus,Rhinolophus rufus,Rhinolophus_rufus,Rhinolophus_rufus,"Eydoux &amp; Gervais, 1836",Near Threatened,2019,2018-08-10 00:00:00 UTC,Decreasing,Northern,Indomalayan,Asia,yes,broad,,,,,,,,,Faurby et al. 2018,,,,
44784,Yinpterochiroptera,Rhinolophidae,Rhinolophus,ruwenzorii,Rhinolophus ruwenzorii,Rhinolophus_ruwenzorii,Rhinolophus_ruwenzorii,"Hill, 1942",Endangered,2020,2019-06-09 00:00:00 UTC,Decreasing,Northern/Southern,Afrotropical,Africa,yes,caves,,,,,,,,,Fahr et al. 2002,,,,
44785,Yinpterochiroptera,Rhinolophidae,Rhinolophus,sakejiensis,Rhinolophus sakejiensis,,Rhinolophus_sakejiensis,"Cotterill, 2002",Data Deficient,2019,2018-08-31 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,no,,,,,,,,,,Monadjem et al. 2021,,,,
82347791,Yinpterochiroptera,Rhinolophidae,Rhinolophus,schnitzleri,Rhinolophus schnitzleri,,,"Wu &amp; Thong, 2011",Data Deficient,2019,2018-08-15 00:00:00 UTC,Unknown,Northern,Palearctic,Asia,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
19565,Yinpterochiroptera,Rhinolophidae,Rhinolophus,sedulus,Rhinolophus sedulus,Rhinolophus_sedulus,Rhinolophus_sedulus,"K. Andersen, 1905",Near Threatened,2020,2018-08-03 00:00:00 UTC,Decreasing,Northern/Southern,Indomalayan,Asia,yes,broad,,,,,,,,,"Tingga et al. 2012; Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
19566,Yinpterochiroptera,Rhinolophidae,Rhinolophus,shameli,Rhinolophus shameli,Rhinolophus_shameli,Rhinolophus_shameli,"Tate, 1943",Least Concern,2020,2019-08-06 00:00:00 UTC,Stable,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,"Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
136631,Yinpterochiroptera,Rhinolophidae,Rhinolophus,shortridgei,Rhinolophus shortridgei,,Rhinolophus_shortridgei,"K. Andersen, 1918",Data Deficient,2020,2018-09-15 00:00:00 UTC,Unknown,Northern,Indomalayan|Palearctic,Asia,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
136651,Yinpterochiroptera,Rhinolophidae,Rhinolophus,siamensis,Rhinolophus siamensis,Rhinolophus_siamensis,Rhinolophus_siamensis,"Gyldenstolpe, 1917",Least Concern,2019,2018-08-31 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
19567,Yinpterochiroptera,Rhinolophidae,Rhinolophus,silvestris,Rhinolophus silvestris,,Rhinolophus_silvestris,"Aellen, 1959",Data Deficient,2019,2018-08-31 00:00:00 UTC,Decreasing,Southern,Afrotropical,Africa,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
19568,Yinpterochiroptera,Rhinolophidae,Rhinolophus,simulator,Rhinolophus simulator,Rhinolophus_simulator,Rhinolophus_simulator,"K. Andersen, 1904",Least Concern,2017,2016-08-31 00:00:00 UTC,Decreasing,Southern,Afrotropical,Africa,yes,caves,,,,,,,,,"Monadjem et al. 2010; Mendes 2011; Jones et al., 2009; Smith et al. 2003; Monadjem et al. 2021; Taylor et al 1999",,,,
41529,Yinpterochiroptera,Rhinolophidae,Rhinolophus,sinicus,Rhinolophus sinicus,Rhinolophus_sinicus,Rhinolophus_sinicus,"K. Andersen, 1905",Least Concern,2019,2018-09-15 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,yes,broad,,,,,,,,,Lau et al. 2010; Zhou et al. 2009,,,,
64588371,Yinpterochiroptera,Rhinolophidae,Rhinolophus,smithersi,Rhinolophus smithersi,,,"Taylor, Stoffberg, Monadjem, Schoeman, Bayliss &amp; Cotterill, 2012",Near Threatened,2017,2016-04-25 00:00:00 UTC,Stable,Southern,Afrotropical,Africa,yes,caves,,,,,,,,,Monadjem et al. 2021,,,,
84383122,Yinpterochiroptera,Rhinolophidae,Rhinolophus,stheno,Rhinolophus stheno,Rhinolophus_stheno,Rhinolophus_stheno,"K. Andersen, 1905",Least Concern,2019,2018-08-31 00:00:00 UTC,Stable,Northern/Southern,Indomalayan,Asia,yes,caves,,,,,,,,,"Lunde et al. 2007; Hassan et al. 2012; Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
19570,Yinpterochiroptera,Rhinolophidae,Rhinolophus,subbadius,Rhinolophus subbadius,,Rhinolophus_subbadius,"Blyth, 1844",Least Concern,2019,2018-08-31 00:00:00 UTC,Decreasing,Northern,Indomalayan,Asia,yes,broad,,,,,,,,,Faurby et al. 2018,,,,
19571,Yinpterochiroptera,Rhinolophidae,Rhinolophus,subrufus,Rhinolophus subrufus,Rhinolophus_subrufus,Rhinolophus_subrufus,"Andersen, 1905",Data Deficient,2016,2015-12-18 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,"Jones et al., 2009*",,,,
19572,Yinpterochiroptera,Rhinolophidae,Rhinolophus,swinnyi,Rhinolophus swinnyi,Rhinolophus_swinnyi,Rhinolophus_swinnyi,"Gough, 1908",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,yes,caves,,,,,,,,,"Monadjem et al. 2013; Mendes 2011; Jones et al., 2009; Smith et al. 2003; Monadjem et al. 2021",,,,
84372447,Yinpterochiroptera,Rhinolophidae,Rhinolophus,tatar,Rhinolophus tatar,,,"Bergmans and Rozendaal, 1982",Least Concern,2017,2016-06-25 00:00:00 UTC,Unknown,Southern,Australasian,Asia,no,,,,,,,,,,,,,,
82348077,Yinpterochiroptera,Rhinolophidae,Rhinolophus,thailandensis,Rhinolophus thailandensis,,,"Wu, Harada &amp; Motokawa, 2009",Least Concern,2021,2020-12-20 00:00:00 UTC,Stable,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,,,,,
19573,Yinpterochiroptera,Rhinolophidae,Rhinolophus,thomasi,Rhinolophus thomasi,Rhinolophus_thomasi,Rhinolophus_thomasi,"K. Andersen, 1905",Least Concern,2019,2018-08-31 00:00:00 UTC,Unknown,Northern,Indomalayan|Palearctic,Asia,yes,caves,,,,,,,,,"Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
19574,Yinpterochiroptera,Rhinolophidae,Rhinolophus,trifoliatus,Rhinolophus trifoliatus,Rhinolophus_trifoliatus,Rhinolophus_trifoliatus,"Temminck, 1834",Near Threatened,2020,2019-04-07 00:00:00 UTC,Decreasing,Northern/Southern,Indomalayan,Asia,no,,,,,,,,,,"Tingga et al. 2012; Hassan et al. 2012; Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
19575,Yinpterochiroptera,Rhinolophidae,Rhinolophus,virgo,Rhinolophus virgo,Rhinolophus_virgo,Rhinolophus_virgo,"Andersen, 1905",Least Concern,2019,2018-08-31 00:00:00 UTC,Stable,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,"Mendes 2011; Jones et al., 2009; Sedlock et al. 2014; Smith et al. 2003",,,,
82346260,Yinpterochiroptera,Rhinolophidae,Rhinolophus,willardi,Rhinolophus willardi,,,"Kerbis Peterhans &amp; Fahr, 2013",Endangered,2020,2016-04-25 00:00:00 UTC,Decreasing,Southern,Afrotropical,Africa,yes,caves,,,,,,,,,Monadjem et al. 2021,,,,
82348701,Yinpterochiroptera,Rhinolophidae,Rhinolophus,xinanzhongguoensis,Rhinolophus xinanzhongguoensis,,,"Zhou, Guillén-Servent, Lim, Eger, Wang &amp; Jiang, 2009",Near Threatened,2017,2016-05-17 00:00:00 UTC,Decreasing,Northern,Indomalayan|Palearctic,Asia,yes,caves,,,,,,,,,Zhou et al. 2009,,,,
19576,Yinpterochiroptera,Rhinolophidae,Rhinolophus,yunanensis,Rhinolophus yunanensis,,Rhinolophus_yunanensis,"Dobson, 1872",Least Concern,2019,2018-08-31 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,yes,broad,,,,,,,,,"Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
44786,Yinpterochiroptera,Rhinolophidae,Rhinolophus,ziama,Rhinolophus ziama,,Rhinolophus_ziama,"Fahr, Vierhaus, Hutterer &amp; Kock, 2002",Endangered,2020,2019-06-21 00:00:00 UTC,Decreasing,Northern,Afrotropical,Africa,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
19589,Yinpterochiroptera,Hipposideridae,Rhinonicteris,aurantia,Rhinonicteris aurantia,Rhinonicteris_aurantia,Rhinonicteris_aurantia,"(Gray, 1845)",Least Concern,2021,2016-07-31 00:00:00 UTC,Unknown,Southern,Australasian,Australia,yes,caves,,,,,,,,,Churchill 1998; Kulzer 1970,,,,
19591,Yangochiroptera,Phyllostomidae,Rhinophylla,alethina,Rhinophylla alethina,Rhinophylla_alethina,Rhinophylla_alethina,"Handley, 1966",Near Threatened,2018,2017-11-08 00:00:00 UTC,Unknown,Northern/Southern,Neotropical,South America,yes,broad,,,,,,,,,"Jones et al., 2009*",,,,
