internalTaxonId,suborder,family,genus,species_name,species_iucn,species_tree,species_phylacine,authority,risk,yearPublished,assessmentDate,population_trend,hemisphere,realm,continent,cave_use,roost_pref,hib_study,WNS,detected,WNS_declining,Pd_load_ug_cm2,Pd_load_ng_mm2_forearm_length,log10_Pd_load,lesion.count_cm2,source,links,,,
85646524,Yinpterochiroptera,Hipposideridae,Hipposideros,tephrus,Hipposideros tephrus,,,"Cabrera, 1906",Least Concern,2017,2016-04-24 00:00:00 UTC,Unknown,Northern,Afrotropical|Palearctic,Africa,yes,caves,,,,,,,,,Allegrini et al. 2011; NMNH*   ,,,,
80224148,Yinpterochiroptera,Hipposideridae,Hipposideros,turpis,Hipposideros turpis,Hipposideros_turpis,Hipposideros_turpis,"Bangs, 1901",Endangered,2019,2018-07-25 00:00:00 UTC,Decreasing,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,Thong et al. 2012 ,,,,
10166,Yinpterochiroptera,Hipposideridae,Hipposideros,wollastoni,Hipposideros wollastoni,,Hipposideros_wollastoni,"Thomas, 1913",Least Concern,2021,2016-07-31 00:00:00 UTC,Unknown,Southern,Australasian,Oceania,yes,caves,,,,,,,,,Tanalgo et al 2022,,,,
10200,Yangochiroptera,Vespertilionidae,Histiotus,alienus,Histiotus alienus,,Histiotus_alienus,"Thomas, 1916",Data Deficient,2016,2016-06-24 00:00:00 UTC,Unknown,Southern,Neotropical,South America,no,,,,,,,,,,,,,,
29606,Yangochiroptera,Vespertilionidae,Histiotus,humboldti,Histiotus humboldti,,Histiotus_humboldti,"Handley, 1996",Data Deficient,2016,2016-06-30 00:00:00 UTC,Unknown,Northern,Neotropical,South America,no,,,,,,,,,,,,,,
136502,Yangochiroptera,Vespertilionidae,Histiotus,laephotis,Histiotus laephotis,,Histiotus_laephotis,"Thomas, 1916",Least Concern,2019,2019-02-05 00:00:00 UTC,Decreasing,Southern,Neotropical,South America,no,,,,,,,,,,,,,,
10201,Yangochiroptera,Vespertilionidae,Histiotus,macrotus,Histiotus macrotus,Histiotus_macrotus,Histiotus_macrotus,"(Poeppig, 1835)",Least Concern,2016,2016-07-25 00:00:00 UTC,Unknown,Southern,Neotropical,South America,yes,caves,,,,,,,,,"B<87>rquez et al. 1993; Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
136292,Yangochiroptera,Vespertilionidae,Histiotus,magellanicus,Histiotus magellanicus,Histiotus_magellanicus,Histiotus_magellanicus,"(Philippi, 1866)",Least Concern,2016,2016-07-26 00:00:00 UTC,Unknown,Southern,Neotropical,South America,no,,,,,,,,,,B<87>rquez et al. 1993; Gim<8e>nez et al. 2012; Rodr<92>guez-SanPedro et al. 2015; Ossa et al 2020,,,,
10202,Yangochiroptera,Vespertilionidae,Histiotus,montanus,Histiotus montanus,,Histiotus_montanus,"(Philippi &amp; Landbeck, 1861)",Least Concern,2016,2016-07-27 00:00:00 UTC,Unknown,Northern/Southern,Neotropical,South America,yes,broad,,,,,,,,,Faurby et al. 2018,,,,
10203,Yangochiroptera,Vespertilionidae,Histiotus,velatus,Histiotus velatus,,Histiotus_velatus,"(I. Geoffroy, 1824)",Data Deficient,2016,2016-06-08 00:00:00 UTC,Unknown,Southern,Neotropical,South America,yes,broad,,,,,,,,,Speakman & Thomas 2003,,,,
10598,Yangochiroptera,Phyllostomidae,Hylonycteris,underwoodi,Hylonycteris underwoodi,Hylonycteris_underwoodi,Hylonycteris_underwoodi,"Thomas, 1903",Least Concern,2016,2016-08-08 00:00:00 UTC,Stable,Northern,Neotropical,North America,yes,caves,,,,,,,,,"Gardner et al. 1970; Jones 1964; Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
10734,Yinpterochiroptera,Pteropodidae,Hypsignathus,monstrosus,Hypsignathus monstrosus,Hypsignathus_monstrosus,Hypsignathus_monstrosus,"H. Allen, 1861",Least Concern,2016,2016-01-20 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,Magalha_s and Costa 2009; Mendes 2011; Monadjem et al. 2013; Jones et al. 2009; Smith et al. 2003; Mondajem et al 2021,,,,
17324,Yangochiroptera,Vespertilionidae,Hypsugo,affinis,Hypsugo affinis,,Falsistrellus_affinis,"Dobson, 1871",Least Concern,2019,2018-08-31 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,yes,broad,,,,,,,,,Tanalgo et al 2022,,,,
136560,Yangochiroptera,Vespertilionidae,Hypsugo,alaschanicus,Hypsugo alaschanicus,Hypsugo_alaschanicus,Pipistrellus_alaschanicus,"Bobrinskii, 1926",Least Concern,2019,2018-08-06 00:00:00 UTC,Unknown,Northern,Palearctic,Asia,yes,caves,yes,positive,yes,no,,9.48E-08,-7.022988506,,Fukui et al. 2013; Hoyt et al. 2021,https://www.nature.com/articles/s41579-020-00493-5#ref-CR61,,,
17327,Yangochiroptera,Vespertilionidae,Hypsugo,anthonyi,Hypsugo anthonyi,,Hypsugo_anthonyi,"Tate, 1942",Data Deficient,2016,2015-12-24 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,no,,,,,,,,,,,,,,
17328,Yangochiroptera,Vespertilionidae,Hypsugo,arabicus,Hypsugo arabicus,,Pipistrellus_arabicus,"Harrison, 1979",Data Deficient,2019,2018-08-31 00:00:00 UTC,Unknown,Northern,Palearctic,Asia,no,,,,,,,,,,Harrison 1982,,,,
171619155,Yangochiroptera,Vespertilionidae,Hypsugo,ariel,Hypsugo ariel,Hypsugo_ariel,Pipistrellus_ariel,"(Thomas, 1904)",Data Deficient,2020,2018-08-31 00:00:00 UTC,Unknown,Northern,Afrotropical|Palearctic,Asia,yes,broad,,,,,,,,,"Jones et al., 2009*",,,,
85200870,Yangochiroptera,Vespertilionidae,Hypsugo,bemainty,Hypsugo bemainty,,,"Goodman, Rakotondramanana, Ramasindrazana, Kearney, Maonadjem, Schoeman, Taylor, Naughton &amp; Appleton, 2015",Least Concern,2017,2016-05-02 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,no,,,,,,,,,,,,,,
17331,Yangochiroptera,Vespertilionidae,Hypsugo,cadornae,Hypsugo cadornae,Hypsugo_cadornae,Pipistrellus_cadornae,"Thomas, 1916",Least Concern,2019,2018-08-31 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,yes,broad,,,,,,,,,"Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
85201719,Yangochiroptera,Vespertilionidae,Hypsugo,dolichodon,Hypsugo dolichodon,,,"Görföl, Csorba, Eger, Truong-Son &amp; Francis, 2014",Data Deficient,2019,2016-07-02 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
44854,Yangochiroptera,Vespertilionidae,Hypsugo,eisentrauti,Hypsugo eisentrauti,Hypsugo_eisentrauti,Pipistrellus_eisentrauti,"Hill, 1968",Data Deficient,2019,2018-08-26 00:00:00 UTC,Unknown,Northern,Afrotropical,Africa,no,,,,,,,,,,"Mendes 2011; Jones et al., 2009; Patterson and Webala 2012; Smith et al. 2003",,,,
17345,Yangochiroptera,Vespertilionidae,Hypsugo,joffrei,Hypsugo joffrei,,Hypsugo_joffrei,"Thomas, 1915",Data Deficient,2016,2015-12-24 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,no,,,,,,,,,,Gorfol et al. 2020,,,,
17346,Yangochiroptera,Vespertilionidae,Hypsugo,kitcheneri,Hypsugo kitcheneri,,Hypsugo_kitcheneri,"Thomas, 1915",Data Deficient,2016,2015-12-24 00:00:00 UTC,Unknown,Northern/Southern,Indomalayan,Asia,no,,,,,,,,,,,,,,
85202881,Yangochiroptera,Vespertilionidae,Hypsugo,lanzai,Hypsugo lanzai,,,"Benda, Al-Jumaily, Reiter &amp; Nasher, 2011",Endangered,2020,2019-07-14 00:00:00 UTC,Decreasing,Northern,Afrotropical,Africa,no,,,,,,,,,,,,,,
17347,Yangochiroptera,Vespertilionidae,Hypsugo,lophurus,Hypsugo lophurus,,Hypsugo_lophurus,"Thomas, 1915",Data Deficient,2016,2015-12-24 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,no,,,,,,,,,,,,,,
17349,Yangochiroptera,Vespertilionidae,Hypsugo,macrotis,Hypsugo macrotis,,Hypsugo_macrotis,"Temminck, 1840",Data Deficient,2016,2015-12-24 00:00:00 UTC,Unknown,Northern/Southern,Indomalayan,Asia,no,,,,,,,,,,,,,,
44855,Yangochiroptera,Vespertilionidae,Hypsugo,musciculus,Hypsugo musciculus,,Pipistrellus_musciculus,"Thomas, 1913",Data Deficient,2020,2018-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,,,,,
17360,Yangochiroptera,Vespertilionidae,Hypsugo,pulveratus,Hypsugo pulveratus,Hypsugo_pulveratus,Pipistrellus_pulveratus,"Peters, 1871",Least Concern,2020,2019-07-10 00:00:00 UTC,Unknown,Northern,Indomalayan|Palearctic,Asia,yes,caves,,,,,,,,,Faurby et al. 2018,,,,
44856,Yangochiroptera,Vespertilionidae,Hypsugo,savii,Hypsugo savii,Hypsugo_savii,Hypsugo_savii,"Bonaparte, 1837",Least Concern,2016,2016-04-25 00:00:00 UTC,Stable,Northern,Indomalayan|Palearctic,Europe,yes,broad,yes,negative,no,no,,,,,"Javid et al. 2012; Mendes 2011; Jones et al., 2009; Smith et al. 2003; Garzoli et al. 2021",,,,
44195,Yangochiroptera,Vespertilionidae,Hypsugo,vordermanni,Hypsugo vordermanni,,Hypsugo_vordermanni,"Jentink, 1890",Data Deficient,2016,2015-12-24 00:00:00 UTC,Unknown,Northern/Southern,Indomalayan,Asia,no,,,,,,,,,,,,,,
10755,Yangochiroptera,Vespertilionidae,Ia,io,Ia io,Ia_io,Ia_io,"Thomas, 1902",Near Threatened,2020,2018-08-20 00:00:00 UTC,Decreasing,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,"Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
10790,Yangochiroptera,Vespertilionidae,Idionycteris,phyllotis,Idionycteris phyllotis,Idionycteris_phyllotis,Idionycteris_phyllotis,"(G.M. Allen, 1916)",Least Concern,2017,2016-08-26 00:00:00 UTC,Stable,Northern,Nearctic,North America,yes,broad,,,,,,,,,"Harvey et al. 2011; Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
10966,Yangochiroptera,Vespertilionidae,Kerivoula,africana,Kerivoula africana,,Kerivoula_africana,"Dobson, 1878",Endangered,2020,2019-06-18 00:00:00 UTC,Decreasing,Southern,Afrotropical,Africa,no,,,,,,,,,,,,,,
10968,Yangochiroptera,Vespertilionidae,Kerivoula,agnella,Kerivoula agnella,,Kerivoula_agnella,"Thomas, 1908",Endangered,2021,2019-08-05 00:00:00 UTC,Decreasing,Southern,Australasian,Oceania,no,,,,,,,,,,,,,,
10969,Yangochiroptera,Vespertilionidae,Kerivoula,argentata,Kerivoula argentata,,Kerivoula_argentata,"Tomes, 1861",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,no,,,,,,,,,,Monadjem et al. 2021,,,,
154196297,Yangochiroptera,Vespertilionidae,Kerivoula,crypta,Kerivoula crypta,,,"Wroughton &amp; Ryley, 1913",Least Concern,2021,2021-05-05 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,no,,,,,,,,,,,,,,
10971,Yangochiroptera,Vespertilionidae,Kerivoula,cuprosa,Kerivoula cuprosa,,Kerivoula_cuprosa,"Thomas, 1912",Data Deficient,2019,2018-08-31 00:00:00 UTC,Unknown,Northern,Afrotropical,Africa,no,,,,,,,,,,,,,,
154195907,Yangochiroptera,Vespertilionidae,Kerivoula,depressa,Kerivoula depressa,,,"Miller, 1906",Least Concern,2021,2021-05-05 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,no,,,,,,,,,,,,,,
154195951,Yangochiroptera,Vespertilionidae,Kerivoula,dongduongana,Kerivoula dongduongana,,,"Tu, Hassanin, Furey, Son &amp; Csorba, 2018",Least Concern,2021,2021-05-05 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,no,,,,,,,,,,,,,,
10972,Yangochiroptera,Vespertilionidae,Kerivoula,eriophora,Kerivoula eriophora,,Kerivoula_eriophora,"(Heuglin, 1877)",Data Deficient,2019,2018-08-31 00:00:00 UTC,Unknown,Northern,Afrotropical,Africa,no,,,,,,,,,,,,,,
10973,Yangochiroptera,Vespertilionidae,Kerivoula,flora,Kerivoula flora,,Kerivoula_flora,"Thomas, 1914",Vulnerable,2021,2021-03-20 00:00:00 UTC,Decreasing,Southern,Australasian|Indomalayan,Asia,no,,,,,,,,,,,,,,
154196065,Yangochiroptera,Vespertilionidae,Kerivoula,furva,Kerivoula furva,,,"Kuo, Soisook, Ho &amp; Rossiter, 2017",Least Concern,2021,2021-05-05 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,no,,,,,,,,,,,,,,
154195594,Yangochiroptera,Vespertilionidae,Kerivoula,hardwickii,Kerivoula hardwickii,Kerivoula_hardwickii,Kerivoula_hardwickii,"(Horsfield, 1824)",Least Concern,2020,2019-04-30 00:00:00 UTC,Stable,Northern/Southern,Indomalayan,Asia,yes,broad,,,,,,,,,Faurby et al. 2018,,,,
10975,Yangochiroptera,Vespertilionidae,Kerivoula,intermedia,Kerivoula intermedia,Kerivoula_intermedia,Kerivoula_intermedia,"Hill &amp; Francis, 1984",Near Threatened,2020,2019-07-15 00:00:00 UTC,Decreasing,Northern/Southern,Indomalayan,Asia,no,,,,,,,,,,Wilson & Mittermier 2019,,,,
136240,Yangochiroptera,Vespertilionidae,Kerivoula,kachinensis,Kerivoula kachinensis,Kerivoula_kachinensis,Kerivoula_kachinensis,"Bates, Struebig, Rossiter, Kingston, Sia Sein Lein Oo &amp; Khin Mya Mya, 2004",Least Concern,2019,2018-08-31 00:00:00 UTC,Stable,Northern,Indomalayan,Asia,yes,broad,,,,,,,,,Bates et al. 2004; Saikia et al 2020,,,,
136572,Yangochiroptera,Vespertilionidae,Kerivoula,krauensis,Kerivoula krauensis,,Kerivoula_krauensis,"Francis, Kingston &amp; Zubaid, 2007",Near Threatened,2020,2015-12-21 00:00:00 UTC,Decreasing,Northern/Southern,Indomalayan,Asia,no,,,,,,,,,,,,,,
10977,Yangochiroptera,Vespertilionidae,Kerivoula,lanosa,Kerivoula lanosa,,Kerivoula_lanosa,"(A. Smith, 1847)",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,Monadjem et al. 2021,,,,
136428,Yangochiroptera,Vespertilionidae,Kerivoula,lenis,Kerivoula lenis,Kerivoula_lenis,Kerivoula_lenis,"Thomas, 1916",Least Concern,2019,2018-08-31 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,no,,,,,,,,,,NMNH*,,,,
10978,Yangochiroptera,Vespertilionidae,Kerivoula,minuta,Kerivoula minuta,Kerivoula_minuta,Kerivoula_minuta,"Miller, 1898",Near Threatened,2020,2019-07-15 00:00:00 UTC,Decreasing,Northern/Southern,Indomalayan,Asia,no,,,,,,,,,,"Tingga et al. 2012; Mendes 2011; Jones et al., 2009; Smith et al. 2003",,,,
10979,Yangochiroptera,Vespertilionidae,Kerivoula,muscina,Kerivoula muscina,,Kerivoula_muscina,"Tate, 1941",Least Concern,2021,2016-07-31 00:00:00 UTC,Unknown,Southern,Australasian,Oceania,no,,,,,,,,,,,,,,
10980,Yangochiroptera,Vespertilionidae,Kerivoula,myrella,Kerivoula myrella,,Kerivoula_myrella,"Thomas, 1914",Vulnerable,2021,2019-08-05 00:00:00 UTC,Decreasing,Southern,Australasian,Oceania,no,,,,,,,,,,,,,,
10981,Yangochiroptera,Vespertilionidae,Kerivoula,papillosa,Kerivoula papillosa,Kerivoula_papillosa,Kerivoula_papillosa,"(Temminck, 1840)",Least Concern,2021,2020-11-28 00:00:00 UTC,Stable,Northern/Southern,Australasian|Indomalayan,Asia,no,,,,,,,,,,"Bates et al. 2004; Mendes 2011; Jones et al., 2009; Sedlock et al. 2014; Smith et al. 2003",,,,
10983,Yangochiroptera,Vespertilionidae,Kerivoula,pellucida,Kerivoula pellucida,Kerivoula_pellucida,Kerivoula_pellucida,"(Waterhouse, 1845)",Near Threatened,2020,2019-07-17 00:00:00 UTC,Decreasing,Northern/Southern,Indomalayan,Asia,no,,,,,,,,,,"Tingga et al. 2012; Hassan et al. 2012; Mendes 2011; Jones et al., 2009; Sedlock et al. 2014; Smith et al. 2003",,,,
10984,Yangochiroptera,Vespertilionidae,Kerivoula,phalaena,Kerivoula phalaena,,Kerivoula_phalaena,"Thomas, 1912",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,Monadjem et al. 2021,,,,
10985,Yangochiroptera,Vespertilionidae,Kerivoula,picta,Kerivoula picta,Kerivoula_picta,Kerivoula_picta,"(Pallas, 1767)",Near Threatened,2020,2019-06-06 00:00:00 UTC,Decreasing,Northern,Indomalayan,Asia,no,,,,,,,,,,Faurby et al. 2018,,,,
10986,Yangochiroptera,Vespertilionidae,Kerivoula,smithii,Kerivoula smithii,,Kerivoula_smithii,"Thomas, 1880",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,,,,,
136817,Yangochiroptera,Vespertilionidae,Kerivoula,titania,Kerivoula titania,Kerivoula_titania,Kerivoula_titania,"Bates, Struebig, Hayes, Furey, Mya Mya, Thong, Tien, Son, Harrison, Francis &amp; Csorba, 2007",Least Concern,2019,2018-08-31 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,yes,broad,,,,,,,,,Bates et al. 2007,,,,
10987,Yangochiroptera,Vespertilionidae,Kerivoula,whiteheadi,Kerivoula whiteheadi,Kerivoula_whiteheadi,Kerivoula_whiteheadi,"Thomas, 1894",Least Concern,2019,2018-08-31 00:00:00 UTC,Unknown,Northern,Indomalayan,Asia,no,,,,,,,,,,"Mendes 2011; Jones et al., 2009; Sedlock et al. 2014; Smith et al. 2003",,,,
11135,Yangochiroptera,Vespertilionidae,Laephotis,angolensis,Laephotis angolensis,,Laephotis_angolensis,"Monard, 1935",Data Deficient,2019,2018-08-31 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,no,,,,,,,,,,Monadjem et al. 2021,,,,
11136,Yangochiroptera,Vespertilionidae,Laephotis,botswanae,Laephotis botswanae,Laephotis_botswanae,Laephotis_botswanae,"Setzer, 1971",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Southern,Afrotropical,Africa,no,,,,,,,,,,"Mendes 2011; Monadjem et al. 2013; Jones et al., 2009; Smith et al. 2003; Monadjem et al. 2021",,,,
11137,Yangochiroptera,Vespertilionidae,Laephotis,namibensis,Laephotis namibensis,Laephotis_namibensis,Laephotis_namibensis,"Setzer, 1971",Least Concern,2017,2016-08-31 00:00:00 UTC,Stable,Southern,Afrotropical,Africa,no,,,,,,,,,,Monadjem et al. 2013; Seamarck and Brand 2005; Monadjem et al. 2021,,,,
11138,Yangochiroptera,Vespertilionidae,Laephotis,wintoni,Laephotis wintoni,Laephotis_wintoni,Laephotis_wintoni,"Thomas, 1901",Least Concern,2017,2016-08-31 00:00:00 UTC,Unknown,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,"Mendes 2011; Monadjem et al. 2013; Jones et al., 2009; Smith et al. 2003; Monadjem et al. 2021",,,,
13376,Yangochiroptera,Phyllostomidae,Lampronycteris,brachyotis,Lampronycteris brachyotis,Micronycteris_brachyotis,Lampronycteris_brachyotis,"(Dobson, 1879)",Least Concern,2018,2018-02-23 00:00:00 UTC,Stable,Northern/Southern,Neotropical,North America/South America,yes,broad,,,,,,,,,"Aguirre 2007; dos Reis et al. 2007; Mendes 2011; Jones et al., 2009; Ratcliffe 2009; Smith et al. 2003; Solari et al. 1999; Tirira et al. 2010   ",,,,
11339,Yangochiroptera,Vespertilionidae,Lasionycteris,noctivagans,Lasionycteris noctivagans,Lasionycteris_noctivagans,Lasionycteris_noctivagans,"(La Conte, 1831)",Least Concern,2019,2018-06-15 00:00:00 UTC,Stable,Northern,Nearctic|Neotropical,North America,yes,broad,yes,positive,yes,no,,,,,"Harvey et al. 2011; Magalha_s and Costa 2009; Mendes 2011; Jones et al., 2009; Smith et al. 2003; Zukal et al. 2014",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0097224#s2,,,
29607,Yangochiroptera,Vespertilionidae,Lasiurus,atratus,Lasiurus atratus,Lasiurus_atratus,Lasiurus_atratus,"Handley, 1996",Least Concern,2019,2018-05-28 00:00:00 UTC,Unknown,Northern,Neotropical,South America,no,,,,,,,,,,Lim et al. 1999,,,,
88151055,Yangochiroptera,Vespertilionidae,Lasiurus,blossevillii,Lasiurus blossevillii,Lasiurus_blossevillii,Lasiurus_blossevillii,"(Lesson &amp; Garnot, 1826)",Least Concern,2016,2016-03-14 00:00:00 UTC,Unknown,Northern/Southern,Nearctic|Neotropical,North America/South America,yes,broad,,,,,,,,,Aguirre 2007; Harvey et al. 2011; Mendes 2011,,,,
11347,Yangochiroptera,Vespertilionidae,Lasiurus,borealis,Lasiurus borealis,Lasiurus_borealis,Lasiurus_borealis,"(Müller, 1776)",Least Concern,2016,2015-07-20 00:00:00 UTC,Stable,Northern,Nearctic|Neotropical,North America,no,,yes,positive,yes,no,,0.000000971,-6.012783857,,"B<87>rquez et al. 1993; Gannon et al. 2005; Harvey et al. 2011; Silva Taboada 1979; Smith et al. 2003; Swartz et al. 2003; Zukal et al. 2014, 2016",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0097224#s2,,,
11348,Yangochiroptera,Vespertilionidae,Lasiurus,castaneus,Lasiurus castaneus,,Lasiurus_castaneus,"Handley, 1960",Data Deficient,2016,2016-06-30 00:00:00 UTC,Unknown,Northern,Neotropical,South America,no,,,,,,,,,,Villalobos-Chaves & Dick 2014,,,,
11345,Yangochiroptera,Vespertilionidae,Lasiurus,cinereus,Lasiurus cinereus,Lasiurus_cinereus,Lasiurus_cinereus,"(Palisot de Beauvois, 1796)",Least Concern,2016,2015-07-20 00:00:00 UTC,Unknown,Northern/Southern,Nearctic|Neotropical,North America/South America,yes,broad,yes,positive,yes,no,,,,,Faurby et al. 2018; Campbell et al. 2022; Marin et al 2021,,,,
136306,Yangochiroptera,Vespertilionidae,Lasiurus,degelidus,Lasiurus degelidus,,Lasiurus_degelidus,"Miller, 1931",Vulnerable,2016,2016-05-16 00:00:00 UTC,Unknown,Northern,Neotropical,North America,no,,,,,,,,,,,,,,
11349,Yangochiroptera,Vespertilionidae,Lasiurus,ebenus,Lasiurus ebenus,,Lasiurus_ebenus,"Fazzolari-Corrêa, 1994",Data Deficient,2016,2016-06-28 00:00:00 UTC,Unknown,Southern,Neotropical,South America,no,,,,,,,,,,Claudio et al. 2018,,,,
11350,Yangochiroptera,Vespertilionidae,Lasiurus,ega,Lasiurus ega,Lasiurus_ega,Lasiurus_ega,"(Gervais, 1856)",Least Concern,2016,2016-07-25 00:00:00 UTC,Unknown,Northern/Southern,Nearctic|Neotropical,North America/South America,yes,broad,,,,,,,,,Faurby et al. 2018,,,,
11351,Yangochiroptera,Vespertilionidae,Lasiurus,egregius,Lasiurus egregius,Lasiurus_egregius,Lasiurus_egregius,"(Peters, 1870)",Data Deficient,2016,2016-06-29 00:00:00 UTC,Unknown,Southern,Neotropical,South America,no,,,,,,,,,,,,,,
136754,Yangochiroptera,Vespertilionidae,Lasiurus,insularis,Lasiurus insularis,,Lasiurus_insularis,"Hall &amp; Jones, 1961",Vulnerable,2016,2014-10-24 00:00:00 UTC,Unknown,Northern,Neotropical,North America,no,,,,,,,,,,,,,,
11352,Yangochiroptera,Vespertilionidae,Lasiurus,intermedius,Lasiurus intermedius,Lasiurus_intermedius,Lasiurus_intermedius,"H. Allen, 1862",Least Concern,2016,2016-08-08 00:00:00 UTC,Unknown,Northern,Nearctic|Neotropical,North America,no,,,,,,,,,,"Harvey et al. 2011; Mendes 2011; Jones et al., 2009; Rydell et al. 2002; Smith et al. 2003",,,,
136627,Yangochiroptera,Vespertilionidae,Lasiurus,minor,Lasiurus minor,,Lasiurus_minor,"Miller, 1931",Vulnerable,2016,2014-09-08 00:00:00 UTC,Decreasing,Northern,Neotropical,North America,no,,,,,,,,,,Tanalgo et al 2022; Gannon et al 2005,,,,
136217,Yangochiroptera,Vespertilionidae,Lasiurus,pfeifferi,Lasiurus pfeifferi,,Lasiurus_pfeifferi,"(Gundlach, 1861)",Near Threatened,2018,2018-02-05 00:00:00 UTC,Unknown,Northern,Neotropical,North America,no,,,,,,,,,,,,,,
88151061,Yangochiroptera,Vespertilionidae,Lasiurus,salinae,Lasiurus salinae,,,"Thomas, 1902",Data Deficient,2017,2016-11-22 00:00:00 UTC,Unknown,Southern,Neotropical,South America,no,,,,,,,,,,,,,,
11353,Yangochiroptera,Vespertilionidae,Lasiurus,seminolus,Lasiurus seminolus,Lasiurus_seminolus,Lasiurus_seminolus,"(Rhoads, 1895)",Least Concern,2019,2018-06-15 00:00:00 UTC,Unknown,Northern,Nearctic,North America,yes,broad,,,,,,,,,"Harvey et al. 2011; Mendes 2011; Jones et al., 2009; Smith et al. 2003; Genoud (1993)",,,,
136690,Yangochiroptera,Vespertilionidae,Lasiurus,varius,Lasiurus varius,,Lasiurus_varius,"Poeppig, 1835",Least Concern,2018,2018-03-05 00:00:00 UTC,Unknown,Southern,Neotropical,South America,no,,,,,,,,,,,,,,
41532,Yangochiroptera,Vespertilionidae,Lasiurus,xanthinus,Lasiurus xanthinus,,Lasiurus_xanthinus,"Thomas, 1897",Least Concern,2017,2016-08-29 00:00:00 UTC,Stable,Northern,Nearctic|Neotropical,North America,no,,,,,,,,,,Higginbotham et al. 1999; Aguiliar et al. 2014,,,,
11374,Yinpterochiroptera,Pteropodidae,Latidens,salimalii,Latidens salimalii,Latidens_salimalii,Latidens_salimalii,"Thonglongya, 1972",Endangered,2020,2020-07-05 00:00:00 UTC,Decreasing,Northern,Indomalayan,Asia,yes,caves,,,,,,,,,Ambwani et al. 2005,,,,
11378,Yinpterochiroptera,Megadermatidae,Lavia,frons,Lavia frons,,Lavia_frons,"(É. Geoffroy, 1810)",Least Concern,2017,2016-08-31 00:00:00 UTC,Stable,Northern/Southern,Afrotropical,Africa,no,,,,,,,,,,Mondajem et al (2021),,,,
11699,Yangochiroptera,Phyllostomidae,Leptonycteris,curasoae,Leptonycteris curasoae,Leptonycteris_curasoae,Leptonycteris_curasoae,"Miller, 1900",Vulnerable,2015,2015-03-23 00:00:00 UTC,Decreasing,Northern,Neotropical,South America,yes,caves,,,,,,,,,"Swartz et al. 2003; <e7>vila Flores and Medellin 2004; Cruz-Neto et al. 2001; Magalha_s and Costa 2009; Jones et al., 2009; Ratcliffe 2009; Smith et al. 2003; Voigt et al 2003",,,,
11697,Yangochiroptera,Phyllostomidae,Leptonycteris,nivalis,Leptonycteris nivalis,,Leptonycteris_nivalis,"(Saussure, 1860)",Endangered,2016,2015-02-21 00:00:00 UTC,Decreasing,Northern,Nearctic|Neotropical,North America,yes,broad,,,,,,,,,Clarke 2002; ,,,,
136659,Yangochiroptera,Phyllostomidae,Leptonycteris,yerbabuenae,Leptonycteris yerbabuenae,Leptonycteris_yerbabuenae,Leptonycteris_yerbabuenae,"Martínez &amp; Villa-R, 1940",Near Threatened,2016,2015-03-23 00:00:00 UTC,Decreasing,Northern,Nearctic|Neotropical,North America,yes,caves,,,,,,,,,Harvey et al. 2011; Mendes 2011; Muijres et al. 2014,,,,
